,point_id,track_id
157,157,59
158,158,1795
159,159,60
160,160,1796
161,161,61
162,162,1797
163,163,62
164,164,1798
165,165,1799
166,166,63
167,167,1800
168,168,1801
169,169,1802
170,170,64
171,171,1803
172,172,1804
173,173,65
174,174,1805
175,175,1806
176,176,66
177,177,1807
178,178,1808
179,179,1809
180,180,1810
181,181,1811
182,182,67
183,183,68
184,184,1812
185,185,1813
186,186,1814
187,187,1815
188,188,1816
189,189,1817
190,190,1818
191,191,69
192,192,1819
193,193,70
194,194,1820
195,195,1821
196,196,1822
197,197,71
198,198,72
199,199,1823
200,200,73
201,201,74
202,202,1824
203,203,1825
204,204,1826
205,205,1827
206,206,75
207,207,76
208,208,1828
209,209,77
210,210,78
211,211,79
212,212,1829
213,213,80
214,214,1830
215,215,81
216,216,1831
217,217,82
218,218,1832
219,219,1833
220,220,1834
221,221,83
222,222,84
223,223,85
224,224,86
225,225,87
226,226,88
227,227,1835
228,228,89
229,229,90
230,230,1836
231,231,91
232,232,92
233,233,1837
234,234,93
235,235,1838
236,236,1839
237,237,1840
238,238,1841
239,239,1842
240,240,1843
241,241,1844
242,242,94
243,243,1845
244,244,95
245,245,96
246,246,1846
247,247,1847
248,248,1848
249,249,1849
250,250,1850
251,251,1851
252,252,97
253,253,98
254,254,1852
255,255,1853
256,256,99
257,257,1854
258,258,100
259,259,1855
260,260,1856
261,261,101
262,262,1857
263,263,1858
264,264,102
265,265,1859
266,266,1860
267,267,1861
268,268,103
269,269,104
270,270,1862
271,271,1863
272,272,105
273,273,1864
274,274,1865
275,275,106
276,276,1866
277,277,1867
278,278,1868
279,279,1869
280,280,107
281,281,108
282,282,1870
283,283,109
284,284,1871
285,285,25
286,286,1872
287,287,1873
288,288,1874
289,289,1875
290,290,1876
291,291,110
292,292,1877
293,293,1878
294,294,1879
295,295,1880
296,296,111
297,297,1881
298,298,112
299,299,113
300,300,114
301,301,1882
302,302,115
303,303,116
304,304,1883
305,305,1884
306,306,1885
307,307,117
308,308,8
309,309,1886
310,310,1887
311,311,118
312,312,1888
313,313,1889
314,314,1890
315,315,119
316,316,120
317,317,1891
318,318,1892
319,319,1893
320,320,1894
321,321,121
322,322,1895
323,323,1896
324,324,122
325,325,1897
326,326,123
327,327,1898
328,328,1899
329,329,124
330,330,125
331,331,1900
332,332,126
333,333,1901
334,334,1902
335,335,1903
336,336,127
337,337,128
338,338,129
339,339,1904
340,340,130
341,341,1905
342,342,1906
343,343,1907
344,344,1908
345,345,131
346,346,1909
347,347,1910
348,348,132
349,349,1911
350,350,1912
351,351,1913
352,352,1914
353,353,1915
354,354,1916
355,355,1917
356,356,1918
357,357,133
358,358,134
359,359,135
360,360,136
361,361,1919
362,362,1920
363,363,1921
364,364,1922
365,365,1923
366,366,1924
367,367,1925
368,368,7
369,369,1926
370,370,1927
371,371,1928
372,372,137
373,373,138
374,374,139
375,375,1929
376,376,1930
377,377,1931
378,378,1932
379,379,1933
380,380,1934
381,381,1935
382,382,140
383,383,1936
384,384,1937
385,385,1938
386,386,1939
387,387,1940
388,388,1941
389,389,1942
390,390,1943
391,391,1944
392,392,141
393,393,1945
394,394,1946
395,395,1947
396,396,1948
397,397,1949
398,398,1950
399,399,1951
400,400,1952
401,401,1953
402,402,1954
403,403,142
404,404,1955
405,405,1956
406,406,1957
407,407,8
408,408,8
409,409,1958
410,410,143
411,411,1959
412,412,1960
413,413,144
414,414,145
415,415,1961
416,416,146
417,417,1962
418,418,1963
419,419,147
420,420,1964
421,421,1965
422,422,1966
423,423,148
424,424,1967
425,425,1968
426,426,1969
427,427,1970
428,428,1971
429,429,1972
430,430,149
431,431,1973
432,432,1974
433,433,1975
434,434,150
435,435,151
436,436,1976
437,437,1977
438,438,152
439,439,1978
440,440,1979
441,441,153
442,442,154
443,443,1980
444,444,155
445,445,1981
446,446,1982
447,447,1983
448,448,1984
449,449,1985
450,450,1986
451,451,156
452,452,157
453,453,17
454,454,1987
455,455,1988
456,456,1989
457,457,158
458,458,1990
459,459,1991
460,460,159
461,461,1992
462,462,160
463,463,161
464,464,1993
465,465,1994
466,466,1995
467,467,1996
468,468,1997
469,469,1998
470,470,1999
471,471,2000
472,472,162
473,473,2001
474,474,2002
475,475,163
476,476,2003
477,477,2004
478,478,2005
479,479,2006
480,480,2007
481,481,164
482,482,2008
483,483,165
484,484,2009
485,485,2010
486,486,2011
487,487,2012
488,488,2013
489,489,166
490,490,2014
491,491,2015
492,492,2016
493,493,2017
494,494,2018
495,495,2019
496,496,167
497,497,2020
498,498,2021
499,499,2022
500,500,2023
501,501,2024
502,502,2025
503,503,168
504,504,2026
505,505,2027
506,506,2028
507,507,2029
508,508,2030
509,509,2031
510,510,2032
511,511,2033
512,512,2034
513,513,64
514,514,2035
515,515,2036
516,516,169
517,517,2037
518,518,2038
519,519,170
520,520,2039
521,521,2040
522,522,2041
523,523,2042
524,524,2043
525,525,171
526,526,2044
527,527,2045
528,528,172
529,529,2046
530,530,2047
531,531,173
532,532,174
533,533,2048
534,534,2049
535,535,94
536,536,2050
537,537,2051
538,538,2052
539,539,175
540,540,2053
541,541,2054
542,542,176
543,543,177
544,544,2055
545,545,178
546,546,179
547,547,2056
548,548,180
549,549,2057
550,550,181
551,551,2058
552,552,182
553,553,183
554,554,2059
555,555,2060
556,556,2061
557,557,184
558,558,185
559,559,186
560,560,2062
561,561,2063
562,562,3
563,563,187
564,564,2064
565,565,2065
566,566,188
567,567,189
568,568,190
569,569,2066
570,570,191
571,571,192
572,572,2067
573,573,2068
574,574,2069
575,575,2070
576,576,2071
577,577,2072
578,578,2073
579,579,193
580,580,194
581,581,2074
582,582,2075
583,583,2076
584,584,2077
585,585,195
586,586,2078
587,587,2079
588,588,2080
589,589,2081
590,590,2082
591,591,2083
592,592,2084
593,593,2085
594,594,2086
595,595,2087
596,596,196
597,597,2088
598,598,197
599,599,198
600,600,199
601,601,2089
602,602,2090
603,603,200
604,604,2091
605,605,201
606,606,2092
607,607,2093
608,608,202
609,609,203
610,610,2094
611,611,2095
612,612,204
613,613,205
614,614,2096
615,615,2097
616,616,2098
617,617,2099
618,618,2100
619,619,206
620,620,207
621,621,208
622,622,2101
623,623,209
624,624,210
625,625,2102
626,626,2103
627,627,91
628,628,105
629,629,211
630,630,2104
631,631,212
632,632,2105
633,633,2106
634,634,2107
635,635,2108
636,636,2109
637,637,213
638,638,2110
639,639,2111
640,640,9
641,641,2112
642,642,214
643,643,215
644,644,2113
645,645,2114
646,646,216
647,647,2115
648,648,217
649,649,69
650,650,218
651,651,2116
652,652,219
653,653,2117
654,654,2118
655,655,2119
656,656,2120
657,657,220
658,658,2121
659,659,221
660,660,2122
661,661,222
662,662,223
663,663,2123
664,664,2124
665,665,224
666,666,2125
667,667,225
668,668,2126
669,669,2127
670,670,2128
671,671,2129
672,672,2130
673,673,2131
674,674,226
675,675,2132
676,676,2133
677,677,227
678,678,2134
679,679,228
680,680,2135
681,681,2136
682,682,2137
683,683,229
684,684,2138
685,685,2139
686,686,230
687,687,231
688,688,2140
689,689,115
690,690,232
691,691,233
692,692,2141
693,693,103
694,694,2142
695,695,2143
696,696,234
697,697,235
698,698,7
699,699,2144
700,700,236
701,701,2145
702,702,2146
703,703,157
704,704,61
705,705,25
706,706,237
707,707,2147
708,708,2148
709,709,2149
710,710,2150
711,711,2151
712,712,2152
713,713,2153
714,714,2154
715,715,2155
716,716,238
717,717,239
718,718,240
719,719,2156
720,720,241
721,721,242
722,722,2157
723,723,2158
724,724,2159
725,725,2160
726,726,243
727,727,244
728,728,245
729,729,2161
730,730,2162
731,731,2163
732,732,2164
733,733,60
734,734,246
735,735,62
736,736,2165
737,737,2166
738,738,2167
739,739,2168
740,740,2169
741,741,2170
742,742,247
743,743,2171
744,744,2172
745,745,2173
746,746,2174
747,747,2175
748,748,2176
749,749,2177
750,750,248
751,751,2178
752,752,2179
753,753,249
754,754,154
755,755,2180
756,756,2181
757,757,2182
758,758,2183
759,759,2184
760,760,2185
761,761,115
762,762,250
763,763,251
764,764,2186
765,765,2187
766,766,252
767,767,2188
768,768,253
769,769,2189
770,770,2190
771,771,141
772,772,2191
773,773,2192
774,774,2193
775,775,2194
776,776,254
777,777,2195
778,778,2196
779,779,255
780,780,2197
781,781,2198
782,782,256
783,783,2199
784,784,2200
785,785,2201
786,786,2202
787,787,2203
788,788,2204
789,789,2205
790,790,2206
791,791,2207
792,792,2208
793,793,2209
794,794,2210
795,795,2211
796,796,257
797,797,2212
798,798,2213
799,799,258
800,800,60
801,801,2214
802,802,2215
803,803,2216
804,804,141
805,805,259
806,806,260
807,807,2217
808,808,2218
809,809,2219
810,810,2220
811,811,261
812,812,2221
813,813,2222
814,814,262
815,815,2223
816,816,263
817,817,2224
818,818,2225
819,819,2226
820,820,2227
821,821,2228
822,822,2229
823,823,2230
824,824,2231
825,825,2232
826,826,2233
827,827,264
828,828,36
829,829,265
830,830,2234
831,831,2235
832,832,2236
833,833,266
834,834,2237
835,835,2238
836,836,2239
837,837,2240
838,838,2241
839,839,2242
840,840,2243
841,841,2244
842,842,2245
843,843,2246
844,844,2247
845,845,267
846,846,2248
847,847,268
848,848,269
849,849,270
850,850,31
851,851,2249
852,852,2250
853,853,2251
854,854,2252
855,855,271
856,856,2253
857,857,2254
858,858,2255
859,859,2256
860,860,2257
861,861,2258
862,862,2259
863,863,2260
864,864,2261
865,865,2262
866,866,2263
867,867,272
868,868,33
869,869,2264
870,870,2265
871,871,2266
872,872,273
873,873,2267
874,874,2268
875,875,2269
876,876,2270
877,877,2271
878,878,274
879,879,2272
880,880,211
881,881,275
882,882,276
883,883,2273
884,884,2274
885,885,2275
886,886,2276
887,887,277
888,888,278
889,889,2277
890,890,279
891,891,2278
892,892,2279
893,893,2280
894,894,2281
895,895,280
896,896,2282
897,897,2283
898,898,2284
899,899,2285
900,900,2286
901,901,281
902,902,99
903,903,2287
904,904,2288
905,905,2289
906,906,2290
907,907,282
908,908,198
909,909,2291
910,910,25
911,911,2292
912,912,283
913,913,71
914,914,2293
915,915,2294
916,916,117
917,917,284
918,918,285
919,919,2295
920,920,2296
921,921,286
922,922,287
923,923,288
924,924,289
925,925,194
926,926,2297
927,927,2298
928,928,8
929,929,2299
930,930,290
931,931,2300
932,932,2301
933,933,2302
934,934,291
935,935,2303
936,936,2304
937,937,292
938,938,2305
939,939,2306
940,940,4
941,941,293
942,942,2307
943,943,191
944,944,2308
945,945,2309
946,946,2310
947,947,2311
948,948,2312
949,949,2313
950,950,2314
951,951,2315
952,952,82
953,953,2316
954,954,34
955,955,294
956,956,2317
957,957,2318
958,958,2319
959,959,295
960,960,296
961,961,2320
962,962,2321
963,963,2322
964,964,2323
965,965,2324
966,966,297
967,967,298
968,968,2325
969,969,299
970,970,300
971,971,2326
972,972,301
973,973,2327
974,974,2328
975,975,2329
976,976,2330
977,977,2331
978,978,2332
979,979,2333
980,980,302
981,981,303
982,982,2334
983,983,2335
984,984,2336
985,985,2337
986,986,304
987,987,2338
988,988,2339
989,989,2340
990,990,305
991,991,2341
992,992,2342
993,993,306
994,994,307
995,995,25
996,996,2343
997,997,2344
998,998,2345
999,999,308
1000,1000,134
1001,1001,309
1002,1002,2346
1003,1003,2347
1004,1004,2348
1005,1005,2349
1006,1006,2350
1007,1007,80
1008,1008,2351
1009,1009,2352
1010,1010,2353
1011,1011,2354
1012,1012,2355
1013,1013,2356
1014,1014,310
1015,1015,311
1016,1016,2357
1017,1017,2358
1018,1018,122
1019,1019,2359
1020,1020,312
1021,1021,135
1022,1022,2360
1023,1023,2361
1024,1024,313
1025,1025,18
1026,1026,2362
1027,1027,2363
1028,1028,314
1029,1029,2364
1030,1030,315
1031,1031,2365
1032,1032,316
1033,1033,2366
1034,1034,317
1035,1035,318
1036,1036,2367
1037,1037,2368
1038,1038,2369
1039,1039,2370
1040,1040,2371
1041,1041,2372
1042,1042,2373
1043,1043,319
1044,1044,2374
1045,1045,2375
1046,1046,2376
1047,1047,2377
1048,1048,2378
1049,1049,2379
1050,1050,2380
1051,1051,2381
1052,1052,2382
1053,1053,2383
1054,1054,2384
1055,1055,2385
1056,1056,2386
1057,1057,320
1058,1058,2387
1059,1059,2388
1060,1060,211
1061,1061,193
1062,1062,2389
1063,1063,321
1064,1064,322
1065,1065,2390
1066,1066,2391
1067,1067,99
1068,1068,90
1069,1069,323
1070,1070,2392
1071,1071,2393
1072,1072,2394
1073,1073,99
1074,1074,60
1075,1075,2395
1076,1076,2396
1077,1077,60
1078,1078,51
1079,1079,2397
1080,1080,2398
1081,1081,2399
1082,1082,2400
1083,1083,2401
1084,1084,2402
1085,1085,324
1086,1086,2403
1087,1087,325
1088,1088,83
1089,1089,2404
1090,1090,5
1091,1091,2405
1092,1092,2406
1093,1093,2407
1094,1094,326
1095,1095,327
1096,1096,2408
1097,1097,2409
1098,1098,2410
1099,1099,2411
1100,1100,140
1101,1101,2412
1102,1102,232
1103,1103,2413
1104,1104,2414
1105,1105,2415
1106,1106,2416
1107,1107,2417
1108,1108,328
1109,1109,329
1110,1110,2418
1111,1111,2419
1112,1112,2420
1113,1113,2421
1114,1114,2422
1115,1115,330
1116,1116,331
1117,1117,2423
1118,1118,2424
1119,1119,2425
1120,1120,2426
1121,1121,332
1122,1122,2427
1123,1123,2428
1124,1124,2429
1125,1125,109
1126,1126,2430
1127,1127,226
1128,1128,2431
1129,1129,2432
1130,1130,333
1131,1131,2433
1132,1132,3
1133,1133,135
1134,1134,2434
1135,1135,2435
1136,1136,2436
1137,1137,334
1138,1138,2437
1139,1139,335
1140,1140,135
1141,1141,2438
1142,1142,2439
1143,1143,2440
1144,1144,336
1145,1145,337
1146,1146,2441
1147,1147,2442
1148,1148,2443
1149,1149,2444
1150,1150,338
1151,1151,2445
1152,1152,2446
1153,1153,131
1154,1154,339
1155,1155,128
1156,1156,340
1157,1157,2447
1158,1158,2448
1159,1159,2449
1160,1160,59
1161,1161,2450
1162,1162,2451
1163,1163,2452
1164,1164,341
1165,1165,2453
1166,1166,2454
1167,1167,226
1168,1168,2455
1169,1169,2456
1170,1170,2457
1171,1171,2458
1172,1172,2459
1173,1173,2460
1174,1174,2461
1175,1175,342
1176,1176,343
1177,1177,16
1178,1178,344
1179,1179,2462
1180,1180,2463
1181,1181,2464
1182,1182,2465
1183,1183,26
1184,1184,6
1185,1185,2466
1186,1186,2467
1187,1187,2468
1188,1188,2469
1189,1189,2470
1190,1190,345
1191,1191,2471
1192,1192,2472
1193,1193,2473
1194,1194,2474
1195,1195,346
1196,1196,347
1197,1197,2475
1198,1198,159
1199,1199,348
1200,1200,2476
1201,1201,2477
1202,1202,2478
1203,1203,2479
1204,1204,61
1205,1205,150
1206,1206,349
1207,1207,350
1208,1208,2480
1209,1209,351
1210,1210,2481
1211,1211,2482
1212,1212,2483
1213,1213,352
1214,1214,52
1215,1215,353
1216,1216,2484
1217,1217,271
1218,1218,260
1219,1219,2485
1220,1220,2486
1221,1221,354
1222,1222,2487
1223,1223,2488
1224,1224,2489
1225,1225,2490
1226,1226,2491
1227,1227,355
1228,1228,2492
1229,1229,2493
1230,1230,2494
1231,1231,2495
1232,1232,125
1233,1233,260
1234,1234,2496
1235,1235,356
1236,1236,2497
1237,1237,2498
1238,1238,357
1239,1239,2499
1240,1240,2500
1241,1241,2501
1242,1242,143
1243,1243,2502
1244,1244,2503
1245,1245,2504
1246,1246,2505
1247,1247,2506
1248,1248,358
1249,1249,359
1250,1250,63
1251,1251,2507
1252,1252,2508
1253,1253,2509
1254,1254,155
1255,1255,2510
1256,1256,2511
1257,1257,126
1258,1258,2512
1259,1259,96
1260,1260,2513
1261,1261,201
1262,1262,360
1263,1263,361
1264,1264,2514
1265,1265,362
1266,1266,2515
1267,1267,2516
1268,1268,2517
1269,1269,363
1270,1270,2518
1271,1271,2519
1272,1272,2520
1273,1273,2521
1274,1274,2522
1275,1275,77
1276,1276,2523
1277,1277,364
1278,1278,2524
1279,1279,2525
1280,1280,2526
1281,1281,2527
1282,1282,2528
1283,1283,365
1284,1284,2529
1285,1285,2530
1286,1286,2531
1287,1287,123
1288,1288,2532
1289,1289,366
1290,1290,2533
1291,1291,92
1292,1292,367
1293,1293,2534
1294,1294,2535
1295,1295,368
1296,1296,2536
1297,1297,369
1298,1298,2537
1299,1299,370
1300,1300,284
1301,1301,2538
1302,1302,2539
1303,1303,2540
1304,1304,2541
1305,1305,371
1306,1306,2542
1307,1307,162
1308,1308,2543
1309,1309,372
1310,1310,288
1311,1311,373
1312,1312,2544
1313,1313,2545
1314,1314,2546
1315,1315,2547
1316,1316,374
1317,1317,2548
1318,1318,130
1319,1319,141
1320,1320,2549
1321,1321,2550
1322,1322,2551
1323,1323,2552
1324,1324,2553
1325,1325,2554
1326,1326,375
1327,1327,2555
1328,1328,376
1329,1329,2556
1330,1330,2557
1331,1331,199
1332,1332,61
1333,1333,2558
1334,1334,2559
1335,1335,2560
1336,1336,2561
1337,1337,2562
1338,1338,377
1339,1339,2563
1340,1340,378
1341,1341,379
1342,1342,380
1343,1343,381
1344,1344,382
1345,1345,2564
1346,1346,2565
1347,1347,2566
1348,1348,2567
1349,1349,2568
1350,1350,248
1351,1351,2569
1352,1352,80
1353,1353,2570
1354,1354,2571
1355,1355,119
1356,1356,135
1357,1357,383
1358,1358,2572
1359,1359,2573
1360,1360,2574
1361,1361,2575
1362,1362,2576
1363,1363,2577
1364,1364,2578
1365,1365,384
1366,1366,2579
1367,1367,2580
1368,1368,2581
1369,1369,385
1370,1370,2582
1371,1371,386
1372,1372,2583
1373,1373,2584
1374,1374,2585
1375,1375,2586
1376,1376,2587
1377,1377,2588
1378,1378,2589
1379,1379,2590
1380,1380,2591
1381,1381,387
1382,1382,2592
1383,1383,2593
1384,1384,2594
1385,1385,2595
1386,1386,2596
1387,1387,124
1388,1388,2597
1389,1389,2598
1390,1390,2599
1391,1391,2600
1392,1392,388
1393,1393,2601
1394,1394,192
1395,1395,389
1396,1396,322
1397,1397,198
1398,1398,2602
1399,1399,2603
1400,1400,2604
1401,1401,390
1402,1402,2605
1403,1403,2606
1404,1404,391
1405,1405,2607
1406,1406,392
1407,1407,2608
1408,1408,393
1409,1409,2609
1410,1410,2610
1411,1411,394
1412,1412,2611
1413,1413,2612
1414,1414,2613
1415,1415,395
1416,1416,2614
1417,1417,396
1418,1418,2615
1419,1419,2616
1420,1420,397
1421,1421,2617
1422,1422,2618
1423,1423,2619
1424,1424,2620
1425,1425,2621
1426,1426,2622
1427,1427,78
1428,1428,8
1429,1429,398
1430,1430,2623
1431,1431,172
1432,1432,159
1433,1433,399
1434,1434,400
1435,1435,2624
1436,1436,2625
1437,1437,2626
1438,1438,2627
1439,1439,2628
1440,1440,401
1441,1441,18
1442,1442,2629
1443,1443,299
1444,1444,402
1445,1445,2630
1446,1446,403
1447,1447,2631
1448,1448,2632
1449,1449,2633
1450,1450,2634
1451,1451,2635
1452,1452,2636
1453,1453,2637
1454,1454,2638
1455,1455,2639
1456,1456,2640
1457,1457,2641
1458,1458,2642
1459,1459,404
1460,1460,2643
1461,1461,2644
1462,1462,405
1463,1463,2645
1464,1464,2646
1465,1465,406
1466,1466,130
1467,1467,2647
1468,1468,2648
1469,1469,407
1470,1470,2649
1471,1471,2650
1472,1472,2651
1473,1473,2652
1474,1474,408
1475,1475,2653
1476,1476,2654
1477,1477,2655
1478,1478,2656
1479,1479,409
1480,1480,410
1481,1481,411
1482,1482,2657
1483,1483,2658
1484,1484,2659
1485,1485,2660
1486,1486,2661
1487,1487,2662
1488,1488,2663
1489,1489,2664
1490,1490,412
1491,1491,299
1492,1492,2665
1493,1493,413
1494,1494,288
1495,1495,2666
1496,1496,2667
1497,1497,2668
1498,1498,2669
1499,1499,2670
1500,1500,2671
1501,1501,2672
1502,1502,2673
1503,1503,414
1504,1504,2674
1505,1505,2675
1506,1506,2676
1507,1507,415
1508,1508,2677
1509,1509,132
1510,1510,150
1511,1511,2678
1512,1512,416
1513,1513,2679
1514,1514,417
1515,1515,418
1516,1516,2680
1517,1517,419
1518,1518,420
1519,1519,2681
1520,1520,2682
1521,1521,2683
1522,1522,2684
1523,1523,421
1524,1524,2685
1525,1525,422
1526,1526,2686
1527,1527,2687
1528,1528,10
1529,1529,2688
1530,1530,2689
1531,1531,2690
1532,1532,2691
1533,1533,2
1534,1534,2692
1535,1535,2693
1536,1536,2694
1537,1537,2695
1538,1538,2696
1539,1539,423
1540,1540,2697
1541,1541,369
1542,1542,2698
1543,1543,424
1544,1544,425
1545,1545,426
1546,1546,2699
1547,1547,2700
1548,1548,315
1549,1549,268
1550,1550,427
1551,1551,206
1552,1552,428
1553,1553,74
1554,1554,2701
1555,1555,429
1556,1556,430
1557,1557,225
1558,1558,431
1559,1559,123
1560,1560,74
1561,1561,2702
1562,1562,2703
1563,1563,2704
1564,1564,2705
1565,1565,2706
1566,1566,2707
1567,1567,2708
1568,1568,63
1569,1569,432
1570,1570,190
1571,1571,210
1572,1572,2709
1573,1573,433
1574,1574,121
1575,1575,2710
1576,1576,2711
1577,1577,2712
1578,1578,2713
1579,1579,434
1580,1580,435
1581,1581,2714
1582,1582,2715
1583,1583,2716
1584,1584,149
1585,1585,128
1586,1586,2717
1587,1587,436
1588,1588,437
1589,1589,2718
1590,1590,2719
1591,1591,438
1592,1592,114
1593,1593,2720
1594,1594,66
1595,1595,2721
1596,1596,2722
1597,1597,439
1598,1598,2723
1599,1599,73
1600,1600,105
1601,1601,440
1602,1602,384
1603,1603,2724
1604,1604,441
1605,1605,2725
1606,1606,442
1607,1607,2726
1608,1608,2727
1609,1609,2728
1610,1610,107
1611,1611,443
1612,1612,402
1613,1613,2729
1614,1614,2730
1615,1615,2731
1616,1616,2732
1617,1617,444
1618,1618,2733
1619,1619,2734
1620,1620,2735
1621,1621,2736
1622,1622,445
1623,1623,123
1624,1624,288
1625,1625,2737
1626,1626,347
1627,1627,187
1628,1628,446
1629,1629,2738
1630,1630,2739
1631,1631,2740
1632,1632,2741
1633,1633,372
1634,1634,447
1635,1635,2742
1636,1636,448
1637,1637,2743
1638,1638,449
1639,1639,2744
1640,1640,2745
1641,1641,60
1642,1642,2746
1643,1643,2747
1644,1644,450
1645,1645,2748
1646,1646,2749
1647,1647,370
1648,1648,2750
1649,1649,451
1650,1650,2751
1651,1651,2752
1652,1652,452
1653,1653,2753
1654,1654,2754
1655,1655,2755
1656,1656,453
1657,1657,2756
1658,1658,73
1659,1659,2757
1660,1660,2758
1661,1661,2759
1662,1662,8
1663,1663,2760
1664,1664,60
1665,1665,2761
1666,1666,2762
1667,1667,2763
1668,1668,2764
1669,1669,312
1670,1670,2765
1671,1671,2766
1672,1672,2767
1673,1673,2768
1674,1674,2769
1675,1675,454
1676,1676,2770
1677,1677,2771
1678,1678,2772
1679,1679,2773
1680,1680,2774
1681,1681,2775
1682,1682,2776
1683,1683,455
1684,1684,133
1685,1685,388
1686,1686,456
1687,1687,2777
1688,1688,457
1689,1689,2778
1690,1690,24
1691,1691,2779
1692,1692,373
1693,1693,458
1694,1694,2780
1695,1695,2781
1696,1696,2782
1697,1697,335
1698,1698,2783
1699,1699,2784
1700,1700,2785
1701,1701,459
1702,1702,2786
1703,1703,460
1704,1704,461
1705,1705,2787
1706,1706,2788
1707,1707,2789
1708,1708,2790
1709,1709,462
1710,1710,37
1711,1711,2791
1712,1712,260
1713,1713,2792
1714,1714,2793
1715,1715,463
1716,1716,2794
1717,1717,99
1718,1718,2795
1719,1719,402
1720,1720,2796
1721,1721,2797
1722,1722,2798
1723,1723,8
1724,1724,153
1725,1725,464
1726,1726,2799
1727,1727,2800
1728,1728,2801
1729,1729,465
1730,1730,466
1731,1731,390
1732,1732,467
1733,1733,468
1734,1734,469
1735,1735,470
1736,1736,2802
1737,1737,2803
1738,1738,2804
1739,1739,2805
1740,1740,2806
1741,1741,238
1742,1742,2807
1743,1743,2808
1744,1744,2809
1745,1745,2810
1746,1746,2811
1747,1747,2812
1748,1748,2813
1749,1749,471
1750,1750,2814
1751,1751,2815
1752,1752,2816
1753,1753,472
1754,1754,2817
1755,1755,2818
1756,1756,2819
1757,1757,2820
1758,1758,473
1759,1759,474
1760,1760,139
1761,1761,475
1762,1762,278
1763,1763,122
1764,1764,476
1765,1765,477
1766,1766,478
1767,1767,2821
1768,1768,2822
1769,1769,2823
1770,1770,2824
1771,1771,2825
1772,1772,2826
1773,1773,306
1774,1774,479
1775,1775,2827
1776,1776,2828
1777,1777,260
1778,1778,326
1779,1779,2829
1780,1780,64
1781,1781,480
1782,1782,481
1783,1783,2830
1784,1784,2831
1785,1785,315
1786,1786,2832
1787,1787,482
1788,1788,226
1789,1789,483
1790,1790,2833
1791,1791,2834
1792,1792,2835
1793,1793,2836
1794,1794,2837
1795,1795,484
1796,1796,181
1797,1797,2838
1798,1798,61
1799,1799,2839
1800,1800,485
1801,1801,2840
1802,1802,486
1803,1803,2841
1804,1804,487
1805,1805,399
1806,1806,162
1807,1807,2842
1808,1808,36
1809,1809,230
1810,1810,2843
1811,1811,2844
1812,1812,285
1813,1813,2845
1814,1814,2846
1815,1815,87
1816,1816,8
1817,1817,2847
1818,1818,267
1819,1819,283
1820,1820,2848
1821,1821,25
1822,1822,2
1823,1823,37
1824,1824,2849
1825,1825,90
1826,1826,181
1827,1827,2850
1828,1828,432
1829,1829,199
1830,1830,2851
1831,1831,488
1832,1832,2852
1833,1833,489
1834,1834,2853
1835,1835,2854
1836,1836,2855
1837,1837,2856
1838,1838,149
1839,1839,272
1840,1840,490
1841,1841,2857
1842,1842,491
1843,1843,78
1844,1844,218
1845,1845,2858
1846,1846,492
1847,1847,2859
1848,1848,2860
1849,1849,346
1850,1850,2861
1851,1851,2862
